name,definition,type,group,examples,hashtags,origin,synonyms
лавки,"Это слово употребляют к тем, кого любят.","любить, люблю ",(школьники),NonNone,#Общие ,NonNone,NonNone
Лавондос,деньги.,нескл.,NonNone,Собери со всех лавондос. ,#Общие ,NonNone,"деревянные, зеленые."
Лавруха,деньги.,"-и, ж.",NonNone,"А кто тот щедрый человек, кто в этот раз выделяет лавруху на оплату?  • Про дебетовые не написал, т.к. имел ввиду ситуацию, если не лаврухи на кармане и на дебетовой.  • Ну или лаврухи не хватает за инет заплатить.  • Так лаврухи на счету нету чтобы звонить!  • Если хватает лаврухи покупай готовую.  • Не трать лавруху, отложи. ",#Общие ,"Возможно, производное от лаве.",NonNone
Лаврушка,деньги.,NonNone,NonNone,Тащи лаврушку! ,#Общие ,От лаве .,бабло.
Лаврушка,"тупая, недалёкая девушка.","-и, ж.",NonNone,"Ну, ты в натуре лаврушка! ",#Общие ,NonNone,дура.
Лаврушка,Так же данное слово иногда использую для как  синоним слова деньги.,NonNone,NonNone,"Сорри братишка с пивсиком облом,лаврушки по нулям. ",#Общие ,NonNone,Лавруха.
Лавэ,деньги.,NonNone,NonNone,NonNone,#Общие ,Происходит из цыганского языка.,"лаве,  лэвэ"
Лавэ,деньги.,только мн. ч. нескл.,NonNone,"Давай лавэ, давай лавэ и легче будет твоей голове! (песенка). ",#Общие ,От англ. love — любовь.,"лаве,  лэвэ"
Лавэ,деньги.,нескл.,NonNone,Предки не дадут мне сейчас лавэ. ,#Общие ,NonNone,"лаве,  лэвэ"
лавэха,Деньги.,"сущ., ж. р. ",(разговорное),Лавэха мутится. ,#Общие ,Произошло от цыганского слова.,"Деньги, лавэ, ловэ, лавэха, лавандосы."
Лаг,"Задержка в игре, вызванная недостаточным качеством связи.","сущ., м.р. ",(геймеры),Я из-за этих лагов играть не могу. ,#Геймеры ,от англ. latency.,пинг
лагает,"Зависание в компьютерных играх, падение фпс, неполадки в работе различных программ.",лаг ,(геймеры),Миникруфт залагал. ,#Геймеры ,"от англ lag-отставать, запаздывать.",NonNone
Лагать,"работать медленно, с перебоями.",несов. неперех. ,"(айтишники, геймеры)","Вчера я сидел за компом и вдруг, ни с того, ни с сего он начал сильно лагать.  • После 30 мин. игры начинает лагать ноут.  • Надоело постоянно лагать!  • Из за чего может лагать сервак?  • Клиент перекрывает доступ в интернет и начинает лагать.  • Не хочет принимать, начинает тупить, логать вырубаться и.т.д. ",#Айтишники #Геймеры ,Англ. lag - задержка.,логать
Лаггер,Летсплейщик на YOU TUBE.,"сущ., м.р. ",(летсплейщик.),NonNone,#Интернет ,NonNone,NonNone
лаггер,"Человек с большим пингом, который дергается из-за этого в него практически трудно попасть.Тормозит какая-либо программа из-за низкого интернета или малой мощности устройства.",NonNone,(Геймеры),NonNone,#Геймеры ,"от англ. lag, [læɡ] — «запаздывание», «задержка».",NonNone
Лагер,"игрок с медленным соединением с игровым сервером, при игре тормозит  —  лагает.","-а, м. ",(геймеры),"Ты просто лагаеш и никто не хочет с лагером гамать.  • На РуДн много лагеров.  • Может быть он лагер, на лагеров частенько не действуют пули, магия.  • Если вы лагер, то лучше добывайте руду из под земли потому что выгодней получится.  • В общем син 34 лвл, фулка проблеска и … прохождения карт с мистиком и лагером.  • Там с неофициалкой можно гамать, но там есть ливеры, лагеры и т.п. ",#Геймеры ,NonNone,NonNone
Лагерь,"место на территории проведения ролевой игры, где живут игроки, с началом игры превращающееся в город, деревню, стойбище и т.д.","-я, м. ","(ролевики, полиг.)",NonNone,#Ролевики ,NonNone,NonNone
Лаги,"глюк, подтормаживание.",NonNone,(геймеры),"Зашел на сервер, а там такие лаги! ",#Геймеры ,NonNone,лаг.
Лагфейс,истинное название игры Warface.,"сущ., м.р ","(игры, геймеры)",NonNone,#Геймеры #РПГ ,NonNone,NonNone
лада седан баклажан,"Песня русского певца Тимати и группы Рекорд Оркестр, вышедшая в сентябре 2015 года.","сущ., ж.р. ",(музыка),NonNone,#Музыка ,NonNone,NonNone
Лада седан баклажан,синдром морально отсталого человека.,Существительное ,(Тимати-синдром морально отсталого человека),Лада седан-баклажан. ,#Общие ,Трак Тимати.,NonNone
Лада-крыжовник,автомобиль «Лада Калина» («Lada Kalina»).,NonNone,(автолюбители),"Шла вторая неделя владения недоавтомобилем лада-крыжовник.  • Лучше праворукого японца взять, чем лада крыжовник (калина). •  Откуда-то справа выезжает лада-крыжовнег с блондинкой за рулём.  •  Почти что лада-крыжовнег турбо полный привод. •  Лада «Крыжовник» —  купи зелёную и она тебя пронесёт.  • Крыжовник — это «Лада-Калина» зелёного цвета. А вообще ВАЗу стоит открыть растительную тему: ЛАДА — кактус, дуб, клён, баобаб, и т.д. Всё равно эти автомобили от растений мало отличаются: поливаешь их, поливаешь, а они всё болеют и болеют. ",#Автолюбители ,NonNone,лада-крыжовнег
Ладдер,"вид рейтинга, используется в сетевых компьютерных и консольных играх для составления личных рейтингов игроков и рейтингов команд.","-а, м. ",(геймеры),"Недавно на ESL был открыт аматорский ладдер по контре 1.6.  •  Особенный ладдер, который включает в себя массу турниров.  • Расшевелили ладдер так, что там появилась 21 активная команда. ",#Геймеры ,От англ. ladder букв. — лестница.,ладер
ладушки,"Хорошо, я вас поняла.Чаще употребляется девушками.",NonNone,(разговлрня речь),NonNone,#Общие ,NonNone,NonNone
Лады,ладно — выражение согласия.,в знач. нареч.,NonNone,"Ну лады, хорошо.  • 650 и по рукам?! Ок, лады!  • Ну, посмотрим. Ну, лады!  • Лады, договорились - посчитались - оформились - закупились.  •  Ну, лады, ребят, я к вам!  •  Лады, согласен. Знал бы, запаковал по другому. • Ну, лады, поехали значит. ",#Общие ,NonNone,NonNone
Лажа,"фальшь, ошибка в исполнении музыкального произведения.","-и, ж. ",(музыка),"Не понравилась манера исполнения вокалиста, много было лажи и в вокале.  • Пробное исполнение (впервые). За лажу извиняемся  —  у вокалиста горло болело.  • Небольшие лажи есть и тут, где-то Хэтфилд не вытягивает вокал, где-то Ульрих ускорит ритм.  • Лажи не было, исполнение не намного отличалось от студийного.  • На первой струне, но всем вместе ритмично и без лажи.  • Лажи практически не было. Каждый музыкант блестяще исполнял свою партию! ",#Музыка ,NonNone,NonNone
Лажа,"чепуха, ерунда; некачественный продукт или услуга.","-и, м.",NonNone,"(1) Есть пара прикольных моментов, но в остальном лажа полнейшая.  • Полная лажа - это вечное лицемерие всей системы образования.  • Досмотрел до конца на одном дыхании и понял: лажи-то нет!  • Чувак, сегодня ты написал лажу, она неинтересна. (2) Сетевой маркетинг для вас лажа или золотая курица?  • Значит это не лажа... ясно, спасибо, нормальный аукцион.  • То что обещают в рекламе отеля —  полная лажа.  • Кто-нибудь пробовал делать подобное или это лажа? (3) Долгий и упорный труд может так и завершиться лажей.   • Лажи я меряю по количество зеленных баксов, которые были попалены.  •  С туроператором случилась такая лажа.  • Два месяца разговоров в Интернете, столько общего, наконец - реал, и такая лажа! ",#Общие ,NonNone,"фигня, хрень, лабуда."
Лажануться,"ошибиться, быть неправым, потерпеть неудачу.",сов. неперех.,NonNone,"- Деревня! Как можно было так лажануться?  •  Как оценить ущерб ДТП и не лажануться со страховой. • Человеку лажануться - как два пальца.  • Tсли не хотите лажануться и тратить время на поиск... • Помогите не лажануться с ценой за проделанную работу. • Н-да, это я лажанулся. • Подскажите, я нигде не лажанулся? ",#Общие ,NonNone,лохонуться.
Лажать,"фальшивить, совершать ошибки при исполнении музыки, плохо некачественно исполнять музыкальное произведение.",несов. перех. и неперех. ,(музыка),"Он лажает эту песню!  • Изрядно обветшавший ЛаБри по прежнему лажает и к тому же находится явно не в голосе.  • Так до группы дошло, что лажать - нехорошо.  • Иногда складывается ощущение, что не умеет играть на гитаре, так как на концертах люто лажает и не стесняется.  • . Ради чего он поет «Ой, да не вечер, да не вечер», безобразно лажая. ",#Общие #Музыка ,NonNone,NonNone
Лажёвый,некачественный.,"-ая, -ое, -ые",NonNone,NonNone,#Общие ,NonNone,лажовый.
Лажня,"чепуха, ерунда.","-и, ж",NonNone,NonNone,#Общие ,NonNone,фигня.
Лазарь,лазерный принтер.,"-я, м. ",(айтишники),"Ресурс одного чёрного картриджа не меньше лазаря будет а так заправки на 300-400 страниц хватает.  •  Уж тогда сpавнивай с самым дешевым лазаpем, что-нить типа HP LJ 6L или самсунгом 4508.  • Canon MF8180C — цветной лазарь с такой мега-полезной фишкой как автоподача. ",#Айтишники ,NonNone,NonNone
Лайба,велосипед.,"-ы, ж.",NonNone,"(1) Видел велотуриста,  на лайбе которого была надпись «rent call» • Сотрудник на лайбе на работу ездит, штаны сушит.  • Увлекаюсь паркуром и что-то пытаюсь на лайбе вытворять. (2) Сыно4ик на лайбе за пол лимона ездиет.  •  Если ехать 80 - 90 км/ч то расход на лайбе 6,4 л/100 км.  •  У лайбы глушитель отвалился. ",#Общие ,В старинных словарях лайба — вид лодки.,NonNone
Лайба,"этикетка, ярлык, табличка.","-ы, ж.",NonNone,"Загляните за ваш монитор там на лайбе 230-220 вольт.  • Как стирать штаны, на лайбе написано, что вручную, температура 30. •  Ишется ента инфа на упаковочной коробке на лайбе. ",#Общие ,"От. англ. label —, означающего ровно то же самое.",лейбл
Лайбик,велосипед.,"-а, м.",NonNone,Мой лайбик лучше всех!  • В принципе лайбик на ходу — колесо накачать и можно наперегонки со Стасом кататься.  • Да твой лайбик стоит больше чем мой Запорожец-Дэу.  • Ну я прокачусь быстренько так на лайбике сотню километров. ,#Общие ,NonNone,велик.
Лайбус,литовец.,"-а, м.",NonNone,"«Актобе» проиграла матч «Каунасу»,  считаю, что актюбинцам немного не повезло с лайбусами. ",#Общие   #,NonNone,NonNone
лайк,Это что-то кому-то  понравилось.,"сущ., м.р ",(я лайкнул фото),Мне  лайк это платье. ,#Общие #Интернет ,NonNone,нравиться.
Лайк,"Лайки - это значок ""мне нравится"" в разных соц.сетях.","Сущ., м.р. ",(Общая),"К примеру:
У меня на аватарке много лайков. ",#Интернет ,NonNone,"Мне нравится, нравится."
лайк тайм,Люди в порядке очереди появляются на стене группы и ихние аватарки набирают лайки.,NonNone,(соцсети),Ставим 50 лайков и продолжаем ЛТ. ,#Интернет ,NonNone,NonNone
Лайка,"опция «мне нравится» в социальных сетях, выражает одобрение опубликованному сообщению, изображению, видео и т.п.; от количества лаек зависит рейтинг сообщения и пользователя.","-и, ж. ","(интернет, социальные сети)","Кто там поставит лайки пусть просит тоже я могу на все фотки поставить!  • Как накрутить «лайки» вконтакте.  • Сегодня я открыл для себя новый вид интернет заработка, начал продавать лайки в фейсбуке.  • Помогите, поставьте один лайк, буду очень признателен!  • Поставьте лайку, если есть руки!  • В Рунете не жмет, а в буржнете число нажатий на ту же фейсбуковскую лайку измеряется сотнями! ",#Интернет ,Возможно от англ. likable  —  приятный; привлекательный; милый.,NonNone
Лайка,"человек, который очень похож или старается походить внешне на другого человека.",NonNone,NonNone,"Могу поспорить, что увидев первую фотографию, вы подумали, что это Анджелина Джоли. Но нет! Знакомьтесь. Это Тиффани Клаус - ЛАЙКа Анджелины Джоли. ",#Общие ,от англ. Like - 1. существительное - нечто подобное; прилагательное - похожий; предлог - подобно; союз - как будто.,"двойник, подражатель."
Лайкать,"любить, нравиться.",несов. перех. ,(хиппи),"Он лайкал Светланку, как ни одну из своих прежних жён. • Я так Маккартни лайкаю! • Не лайкаю графоманские стишки. ",#Хиппи ,"От англ. like, означающего ровно то же самое.",NonNone
Лайкать,"заносить в список избранного, отдавать предпочтение в  социальных сетях, программах интернет-общения, некоторых блогах, на музыкальных, видео сайтах и т.п.",NonNone,"(интернет, социальные сети)","В этом посте я буду лайкать тех, кто меня захайдит.  • Это только мне кажется или и правда бесполезно лайкать посты не-друзей, это ни на что не влияет и друзьям не показывается? • Эта штука находит людей, которые лайкают то же, что и ты, но при этом не являются твоими друзьями.  • Какие-то треки не нравятся — говоришь об этом, он их больше никогда не поставит тебе, а те, что сильно нравятся — наоборот лайкаешь, он на основе этого будет подстраивать дальнейшие рекомендации для тебя. ",#Интернет ,От англ. названия функции to like — нравится.,хайдить
Лайкаться,.,несов. неперех. ,"(интернет, социальные сети)","Многократно постятся, перепостиваются, лайкаются.  • Давайте добавляться и лайкаться!  •  По сути лайкается запись на стене пользователя привязаная к URL. • Лайкаешь новость - лайкается новость и статья.  • Подписываемся и лайкаемся. ",#Интернет ,NonNone,"лайкать, лайка"
Лайкерство,"Термин обозначает процесс, когда люди ставят лайки друг другу в социальных сетях.","сущ., им.падеж., ед.число., средний род, неодушевленное ",(социальные сети),Лайкерство - лекарство от одиночества в сети. ,#Общие ,NonNone,"лайк, лойс."
лайкнуть,поставить лайк - отметить что статья или сообщение вам нравятся в социальных сетях.,гл. ,"(интернет, социальные сети)",NonNone,#Общие ,NonNone,NonNone
лайкооткликаемо,"напишет вам в лс, если вы поставите лайк на запись или фото.",NonNone,(знакомства),NonNone,#Социальныесети ,"от слов ""лайк"" и ""отклик"".",NonNone
лайкшери,"релакс, вип, красота, высоко уважаемые.",NonNone,NonNone,NonNone,#Общие #Интернет ,NonNone,NonNone
Лайнер,"человек, хуже лузера, отставший, отстой.","-а, м. ",(гопники),Да он ваще лайнер!!! ,#Гопники ,NonNone,лузер.
Лайнер,.,NonNone,(Художники),Купи лайнер!. Обведи лайнером. ,#Общие ,NonNone,"Обводка, чёрная гелевая ручка."
лайтовать,неспешно отдыхать в компании культурных и духовно обогащённых молодых господинов.,глагол ,"(аристократы, дворяне)",Александр и Никодим лайтовали на мазе. ,#Общие ,NonNone,NonNone
лайтовая,"Лёгкая, простая.","Прилагательное., ж. р. ",(Блоггеры: Максим Голополосов),Прокатись на лайтовой американской горке. ,#Общие ,NonNone,NonNone
Лайтово,"легко, просто; хорошо.",нареч.,NonNone,"Очень лайтово и интересно!  • Прокатились лайтово, на выходные поехали с нами!  • Всё у нас лайтово и чудесно!  • Думал лайтово покатаемся без жести, по факту получилось как всегда — треш и угар.  • Книга супер, писатель отменный, пишет все лайтово.  • Зарегистрировалась сегодня на этом сайте —  прикольно, лайтово, интерфейс удобный. ",#Общие ,NonNone,"лайт, классно."
Лайтовый,легкий.,"-ая, -ые, -ое",NonNone,"(1) Лайтовая музыка — для неспешной езды.  • Лайтовый друид —  малозатратный класс, прекрасно подходящий как для убийства мобов.  • В самом начале весенней рыбалки предпочтение стоит отдать лайтовым или даже ультро-лайтовым снастям.  • Лайтовая для вас - это сколько? В граммах?(2) Лайтово отдыхаем с Ангелиной.  • Лайтово рулезззз!  •  Очень лайтовая и запоминающаяся песня.  • Мне ещё так никогда в жизни не было лайтово. ",#Общие ,"От англ. light, означающего примерно то же самое.",NonNone
Лайф,жизнь.,"-а, м. ",(хиппи),"Нет кайфа в лайфе, хоть фейсом о тейбл.  •  Ээээээххх нет хэппинеса в лайфе. • Собачья лайфа.  •  Желаю пабольше лавэ на кармане, паменьше фуфла в лайфе, а главное что бы лайф был всегда исключительно позитивным. ",#Хиппи ,"Англ. Life, означающее ровно то же самое.",NonNone
лайфак,"способ сделать что-либо проще или совет, на подобие тех, что домохозяйкимастера какой-то профессии и т.п собирают годами.",NonNone,NonNone,"Меньше мух будет залетать в окно, если смазать рамы уксусом - лайфхак. ",#Общие ,NonNone,NonNone
Лайфхак,"хитрость, уловка, метод добиться успеха.","-а, м.",NonNone,"Лайфхак N1. Режете лук? Пожуйте жвачку, и вы не будете плакать.  • Лайфхак – модное движение оптимизаторов жизни.  • Лайфхаков набралось аж 62 штуки.  • Лайфхак для бывших неформалов.  • Маленький финансовый лайфхак.  • А вот еще очень ценный и оперативный лайфхак.  • Работайте 100 часов в неделю (лайфхак: можно спать 4 часа). ",#Общие ,От англ. life hack буквально  — «взлом жизни».,NonNone
Лайфхак,"Хитрость, упрощающая жизнь при помощи некоторых манипуляций с привычными подручных и средствами.","сущ.,м.р.",NonNone,10 лайфхаков для автомобилистов. ,#Общие ,англ.life - жизнь + hack - взломать.,"Хитрость,упрощение."
Лайфхакер,"человек который пользуеться любой возможностью упростить себе жизнь,даже если его действия усложняют жизнь окружающих.",NonNone,(Интернет),этот лайфхакер опять вышел сухой из воды. ,#Интернет ,NonNone,NonNone
Лакер,"везунчик, удачливый человек, с оттенком — которому случайно повезло.","-а, м.",NonNone,"Как ты можешь говорить что он лакер когда ты не видел игр?  • Как лакер выиграл турнир.  • Ну нифига же он лакер  —  выиграть и сат, и сандей занести!  • Одни считают, что выигрывают лакеры, другие с пеной у рта доказывают, что МТТ-игра - это чистый скилл.  • 50 рыл стоят у пугала и никто не бьет минут 5 а после если и ударили, то выигрывает лакер, кто быстрей прожал кнопку поставить и оплатить. ",#Общие ,"Англ. luck – везение, удача.",NonNone
ЛАКЕР,"Ютюбер, весёлый чел.",NonNone,"(Летсплейщик, блогер)",ЛАКЕР полный пид%рас лакера передавил Камаз)). ,#Общие ,ЛАКЕР- тип визучий.,1 милион подписчиков.
Лакернуть,"покрыть лаком, отлакировать.",сов. перех.,NonNone,"Тю, а мне говорили что лакернуть не получится, тока красить а потом лакировать!  •  Когда начали заливать бампера оказался не тот цвет, хотя думали лакернуть и всё норм будет, но фиг там.  •  Заготовки куплены, а покрасить и лакернуть красиво, много ума не надо.  • Задумал следующей весной козырно в 2 цвета покрасить и лакернуть.  • Заказать из нержавейки, приварить, полирнуть и лакирнуть. ",#Общие ,NonNone,вар. лакирнуть.
Лакернуть,"запить или заесть, например после водки выпить пива.",сов. неперех.,NonNone,"Еще ништяк лакернуть пивком после того как вся водка выпита.  • Дядечка решил лакернуть «Бакет» пивком.  • А не лакернуть ли пивком?  • Сладкого совсем почти нет, а я люблю лакернуть чайком с тортиком любую трапезу в буфете.  • А, если лакернуть крепким чаем и кофейком, эдак 5-6 чашечек, как я привыкла, и сигаретку....  • Наш народ любит пожрать от пуза, а еще и пивом сверху лакернуть.  • Или лакирнуть водку пивком или каким–нибудь джин- тоником да «Ягуаром».  •  Если сначала водка, потом коньяк, лакирнуть виски. ",#Общие ,NonNone,лакирнуть
лакерок,Очень удачливый человек.,сущ. м.р. ,(геймеры),Ничоси я лакерок. ,#Общие ,От англ lucky- удача.,NonNone
лакиши,"одел новые лакиши и лапсердак, вышел в люди.","сущ., м.р ",(в жизни),NonNone,#Общие ,NonNone,NonNone
лакки,"Человек, отличающийся крайним везением в различных сферах жизни.",счастливчик ,(общие),NonNone,#Общие ,NonNone,NonNone
Лакшери,"Роскошь, люкс, предмет восхищения.",Сущ ,"(Клубная отрасль, Санкт Питербург)",В этом клубе лакшери атмосфера. ,#Общие #Интернет ,NonNone,Роскошь.
лакшерный,"роскошный, крутой
см также Лакшери.",прил ,"(интернет, социальные сети)",NonNone,#Общие #Интернет ,NonNone,NonNone
лакшири,"Luxury — высший сегмент фэшн-рынка, предлагающий товары роскоши и услуги класса люкс-премиум.",наречие ,(Девочка от 14-15 лет),NonNone,#Общие ,"ла́кшери; англ. «роскошь, предмет роскоши, наслаждение».",Роскошь.
лакшкери,"Luxury - дорогой, понтовый (иногда).",прил,NonNone,Он носит лакшери вещь. ,#Общие ,NonNone,NonNone
лал,Смешно.,NonNone,NonNone,NonNone,#Общие ,NonNone,"лол, лул."
лалез,"Красивая, сексуальная девушка.","Сущ., ж.р.",NonNone,NonNone,#Общие ,NonNone,лали.
лали,Маленькая девочка.,"сущ., ж.р.",NonNone,"Ролю slim, вижу дым! Лале нравится мой стиль
Но чтобы им таких найти придется ехать в другой город. (Pharaoh
Ft: Boulevard Depo -Champagne Squirt). ",#Общие #Аниме ,NonNone,NonNone
Лалк,"шуточная кличка либо человек, который немного облажался.",Лалк ,"(Фанаты, твиттерские)",NonNone,#Интернет ,NonNone,NonNone
Лалка,"человек над которым надсмехаются, издеваются словесно.","-и, ж. ",(обзывательство),"— Я опять влюбился в нее.  — Ну и лалка!  • А не лалки ли покупатели iPad/iPhone?  • Лалка — это затроленный человек, или иначе говоря униженный, оскорбленный троллем.  • Кто эти отчаянные лалки мне разгадать так и не удалось.  • Как тралировать лалок.  • Затрален как лалка кароч. ",#Общие ,NonNone,NonNone
Лалка,ЭТО ТУПАЯ ДЕВУШКА.,"сущ., ж. р.",NonNone,NonNone,#Общие ,NonNone,NonNone
лалкп,"соска, дура.","сущ. , ж .р. ",(разговорный),"-Пойдешь гулять 
- неее
- ваще лалка. ",#Общие ,NonNone,NonNone
лалочка,"Человек, который, совершает нелепые или смешные действия.",сущ. м.р ,(Молодеж.),"-Слушай, что такое опкод?
-Ну ты лалочка! ",#Общие ,NonNone,лох.
лальный,Смешной.,NonNone,(подростки),NonNone,#Общие ,NonNone,NonNone
лаля,девушка.,"сущ., ж. р. ",(трэп),"Ролю slim, вижу дым! Лале нравится мой стиль Но чтобы им таких найти придется ехать в другой город. (Pharaoh Ft: Boulevard Depo -Champagne Squirt). ",#Общие ,NonNone,женщина.
Ламбрекен,"декоративный элемент верхней части оконного или дверного проёма, выполняется чаще всего из ткани, но бывает  из дерева или пластика.","-а, м. ",(строительн.),Стараясь не закрывать обводы арки ламбрекенами.  • Ламбрекен скрывает рельс карниза и головку занавески и придает окну декоративную завершенность. ,#Общие ,Франц lambrequin — украшение.,NonNone
ламель,"ла-ме́ль - тонкая пластина, шпон из дерева, пластика, металла или других материалов.","сущ., м.р ",(строительство),"Самые простые ― горизонтальные жалюзи, состоящие из последовательно соединенных между собой реек (на языке профессионалов они называются ламелями). ",#Общие ,NonNone,NonNone
Ламер,"некомпетентный человек, уверенный в своей компетентности и не пытающийся, учиться, развиваться.","-а, м. ",(айтишники),"Ламер - не знает, но уверен, что умеет и необучаем. • Предупреждаю сразу, что я полный ламер по всем сабж вопросам этого форума.  • Ламер родил Юзера. Юзер родил Хакера и брата его Кракера. Хакер родил Сисопа.  • Ламер в принципе может затрапротивоправить Админа до смерти.  • Рубит он сетки, на ранг не взирая / Денно И ношно «Caps Lock» охраняя / В чате Пустом, собой горд, восседает, / Ламер — есть Ламер, такое бывает. ",#Айтишники ,Англ. lamer — хромой.,"ламо, ламачьё, ламерьё"
Ламер,Начинающий геймер.,"-а, м. ",(геймеры),Ну ты и ламер. • Этот ламер вообще играть не умеет! ,#Геймеры ,от англ. lame — хромой.,NonNone
Ламер,"игрок, умело сочетающий непомерные амбиции с исключительной косорукостью и невежеством.","-а, м. ",(геймеры),Ламерами не рождаются — ими умирают. Быстро и часто. ,#Геймеры ,"от англ. lamer — хромец, калека.","ламо, lamer."
Ламеры,"молодые люди, проводящие большую часть своего времени возле компьютер (синдром «компьютерной зависимости»), не имея достаточно глубоких знаний и не стремясь овладеть компьютером на профессиональном уровне.",NonNone,NonNone,NonNone,#Айтишники ,NonNone,"ламо, ламачьё, ламерьё"
Ламо,"то же что и ламер  — неумелый, некомпетентный, малограмотный.",нескл. ,"(айтишники, геймеры)","Ну ты полное ламо!!! •  Я малолетний хакер, ламо и лох!  • Если в игру играют ламо, туда перетягиваются и профессионалы.  • Нормальный игрок после боя не скажет тебе нуб, если бой велся на каком то одном виде оружия — либо ламо на ламо, либо проф на проф. ",#Айтишники #Геймеры ,Cокр. искаж. от ламер.,NonNone
Ламоган,"огнестрельное оружие (особенно, пулемёт), которое используют нубы.","-а, м. ","(геймеры, шутеры)","«Ламоган с коллиматором страшная штука, вот с чем надо было снайпера прокачивать.» • Ламоганнеры выиграли третий раунд. • «Eсли умеешь играть, то никакой ламоган не страшен.». ",#Геймеры #Шутеры ,"от англ. lamogun, означающего ровно то же самое. Lamo — ламо, ламер; gun — пулемёт, пушка, ружьё и т.п.","lamogun, lamo gun, нубомёт."
Ламок,"неопытный, неумелый игрок.",NonNone,(геймеры),"Ну ты внатуре ламок, играешь как малолетка.  • В Воркуте две лиги: 1 лига в которой играют ламоки  и высшая лига, где играют отцы.  • Очень интересно играть если играет 6 человек и два ламока.  • Куча более менее скиллястых игроков объединяются в одну тиму и потрошат безответных ламок.  • Они набрали каких-то ламок. ",#Общие #Геймеры ,"Возможно от англ. lamer  — хромой, или  от ломать, тот кто ломает, ломщик.","ламер, ламо"
Лампасник,"военный, чаще всего крупный военный чин.","-а, м.",NonNone,"Глядишь, лампасник на полигоне делом станет заниматься.  • Любой «лампасник» может по-барски пренебрежительно бросить гражданскому...  • Г-н Илюхин, лампасник-салдофон и реваншист до мозга костей.  • Мания посылки лампасников, обученных взрывать, прорывать, уничтожать —  на хозяйственную работу. • Лампасник уже вгонял в пистолет новую обойму. ",#Общие ,NonNone,NonNone
Ламповая,"идеал девушки, мечта битарда, женский вариант принца на белом коне.","сущ. , ж. р.",NonNone,NonNone,#Общие #Интернет ,NonNone,NonNone
Ламповая,Происх.,NonNone,(Рак),"Лампота, ламповая атмосфера и проч. ",#Социальныесети #Айтишники ,NonNone,душевный.
ламповая няша,"девушка, являющаяся идеалом для хикикомори, красивая, милая, скромная, разделяющая его интересы.",существительное ,"(хикикомори, двачеры)","Как же я хочу когда-нибудь встретить свою ламповую няшу, чтобы хикковать вместе с ней. ",#Общие ,"изначально ламповой няшей стали называть Полину Майер, богиню двача.",NonNone
ламповая няша,"Скромная, умная, добрая, хорошо воспитанная юная леди, обьект мечтаний многих одиноких задротов.",NonNone,"(аниме, имиджборд-культура)",NonNone,#Социальныесети ,"Слово ламповый всегда ассоциировалось с чем то хорошим, первое массовое упоминание термина в российской хиккикоморе-культуре, скорее всего было связано с героиней Мисаки из сериала Welcome to NHK.","Ламповая тян, Тургеневская женщина, девушка мечты."
ламповая тян,"Тян -девушка, ламповая- тёплая или согревающая (тёплая девушка/тёплая девушка).","сущ, ж.р ","(Молодёжь,аниме)",NonNone,#Общие ,"Этот мем, пророждён на просторах Лурки и Двача(паблики).",NonNone
Лампово,"Лампово - означает очень круто, годно, прямо для тебя сделано.",наречие ,"(Хипстеры, элита)",Это ламповая голова жора. ,#Общие ,NonNone,Годно.
ламповый,"ностальгический, теплый, радушный.",прил. ,(развлекательные сайты и социальные сети),"Вот там хорошо было, лампово. ",#Общие #Интернет ,NonNone,NonNone
ламповый,"Усилитель звука, работающий с помощью специальных ламп.",Прил. ,(Аудиофилы),Ламповый усилитель  тёплый ламповый звук. ,#Общие ,NonNone,NonNone
Лан,Ладно.,NonNone,"(Молодёжь, подростки)",NonNone,#Общие ,NonNone,NonNone
Лана,"ладно, выражение согласия.",NonNone,NonNone,"Ну лана, до завтра!  • Ну лана давай поболтаем! • Лана, пусть тут будет. ",#Общие ,NonNone,"хорошо, ок, ага."
Ландавшиц,учебник «Курс теоретической физики» авторов Л. Д. Ландау и Е. М. Лифшица.,"-а, м. ",(студенты),"Ну положим в Ландавшице есть и не все, зато простота и доступность изложения материала поражают!  • Поговорил тут с челом про ландавшица, Чел вопросом озадачен: - либо учебник плох (плохо объясняет и научиться по нему невозможно) - либо ученик туп.  • Ни привычки регулярно заниматься, ни практики самостоятельного изучения тома Ландавшица за 3 ночи.  • Ландавшиц как учебник — отстой.  • Позвольте дать вам ссылку на более свежие — 2001-2005 гг — издания Ландавшица. ",#Студенты ,NonNone,NonNone
