name,definition,type,group,examples,hashtags,origin,synonyms
агрошкольник,"школьник, который постоянно агрится, спамит в чате, что все читеры и нубы - как и просто агро.","сущ., м.р ",(обзывательство),NonNone,#Геймеры #РПГ ,NonNone,NonNone
АД2,см. афигеть дайте две.,аббрев. ,(каменты),NonNone,#Падонки ,NonNone,NonNone
Адалт,"так называют всё, что относится к категории «только для взрослых».","-а, м. ",(сеошники),NonNone,#Сео ,Англ. adult — взрослый.,адулт
Адалтщик,вебмастер эротических и порносайтов.,"-а, м. ",(интернет),NonNone,#Интернет #Сео ,"Англ. adult — взрослый, в значении  «только для взрослых».",NonNone
Адветориал,Адветориал – специфичное сочетание рекламы и информации.,"сущ., м.р ",(журналистика),NonNone,#Общие #маркетинг ,NonNone,"джинса, реклама,заказуха."
Адвокад,"адвокат, юрист, также все специальности связанные с юриспруденцией, например нотариус.","-а, м.",NonNone,"Адвокад дьявола.  • Адвокад был прожженым госдумовским, вот и дали делу ход.  • Вы по любому проигрываете судебное дело и даже если ваш адвокад доказывает что вы не получили никакой прибыли. • Адвокад едил в суд, 5 ряз переносили заседание.  • Можно подать коллективный иск + хороший адвокад, тут отмазаться 10тырами будет сложнее.   •  Она сказала про одну маму, что она адвокад и ходит по разным инстанциям, требует свое положенное. ",#Общие ,"Намеренное искажение слова адвокат, с ассоциацией на слово «ад».",NonNone
Адд,НПС являющийся как бы охраной босса.,"-а, м. ",(геймеры),"«...Прежде чем навалиться на босса, надо срубить аддов а то агребём...». ",#Геймеры ,NonNone,"свита, охрана."
Аддон,"дополнение для игры, как правило требующее установленного оригинала.","-а, м. ",(геймеры),"Видит ли очередной аддон предыдущие аддоны и оригинальную игру?  • Закрой редактор реестра и запускай процесс инсталляции аддона Pets. •   Если этот аддон уже можно где-то заказать, то это явно пиратская подделка. ",#Геймеры ,"Англ. addon — добавление, дополнение; приставка, позволяющая увеличить возможности технического устройства.",NonNone
Аддон,"добавление к программе, позволяющее увеличить ее возможности, как правило процедура добавления очень проста и доступна любому неопытному пользователю.","-а, м. ",(айтишники),"Все аддоны, ниже перечисленные, нужны и полезны.  • Если каму надо могу дать большую калекцию аддонов! • Аддоны лучше качать с внешки с официальных серверов и желательно последнии версии так как старые могут не работать. ",#Айтишники ,"Англ. add-on, сокр. от addition - добавление.","адд-он, аддонс, add-on"
Аддурилка,графа формы для добавления адреса сайта — урла.,"-и, ж. ","(интернет, сео)","Подскажите пожалуйста есть ли автоматическая аддурилка и для яндекса и для рамблера как говорится все в одном флаконе.  • Вебмастер использует аддурилку для того, чтобы рассказать роботу поисковика о появлении нового сайта. ",#Сео ,Произв. от транскр. англ. add url —  добавить url.,NonNone
Адекват,"здравый, разумный.","-а, м.",NonNone,"Если чел адекват и рассуждает, а не психует только потому, что ты сделал.  • Полный адекват внутреннему состоянию.  • И адекват начинается только после того, как все глюки выльются наружу и всё успокоится. не совсем адекват.  • Пёс большой, очень умный и красивый, полный адекват.  • Оценка администрации: адекват. ",#Общие ,NonNone,NonNone
адеклы,"адекватные, здравомыслящие люди.","сущ., множ.число ",(разговорное),В последнее время в политике существенно уменьшилось адеклов. ,#Общие #Интернет ,"сокращение от ""адекватные люди"".",NonNone
Аджария,много людей.,нескл.,NonNone,NonNone,#Общие ,NonNone,NonNone
аджосси,"уважительное обращение к мужчине(как правило, старше говорящего).","сущ., м. р. ",(корейское обращение),"аджосси, вы на работу? ",#Общие ,NonNone,NonNone
Адидас,"название модной фирмы спортивной одежды, в переносном смысле что-то хорошее, красивое.",предикатив,NonNone,— Ну как я выгляжу? — Адидас!  • Валенки — полный адидас.  •  Раньше сидел на Укртелекоме через модем-телефон — полный адидас! ,#Общие ,NonNone,"клёво, отлично, ok."
Адик,одежда фирмы «Adidas».,"-а, м.",NonNone,"Тот же адик там нормального качества стоит в пол цены. rapone. У меня есть кроссовки Адики,я их покупал 4 с половиной года назад,сейчас они ещё целые. Туфли под адик носят не бычьё, а кретины! Бычьё — это тапки пума, под костюм адик, кепка кенгу, сверху либо пилот, либо кожанка. ну покрайней мере это бычьё троещинское такое . ",#Общие ,NonNone,NonNone
Адик,спортивная одежда «Адидас» и фирменные магазины этой фирмы.,"-а, м. ",(С района),"Все в адике, ты носишь гуччи, я люблю адик, ты любишь клубы, я люблю падик.  • Ты на коблах а я в адике.  •  Адики (одеты в адидас).  •  Для пацанов в падике, одетых в адике. • Дисочки литые, пацики простые, В адике одетые.  •  Че ты в адике одет, или как я на рынке. ",#Общие ,NonNone,NonNone
адк,адк = adc = Attack Damage Carry.,сущ ,(геймеры),NonNone,#Геймеры ,NonNone,стрелок..
Админ,"человек, управляющий компьютерной сетью, интернет-сервером, сайтом, то же, что сисадмин.","-а, м. ","(айтишники, интернет)","Админ расшарил ресурс на компе, задал пароль на доступ к этому ресурсу.   • Если всё идет своим чередом, то админ пьет кофе, читает IT-новости и (обязательно!) security-рассылки.  • Админ не гоняет шары по экрану, админ отрабатывает расстановку пользователей.  • Если админ забанил, значит у него были доводы. ",#Айтишники #Интернет ,NonNone,сисадмин.
Админ,Очень и очень несчастный игрок.,"сущ., м.р. ",(геймеры),кикай админа :). ,#Геймеры ,"от англ. admin, сокр. administrator.","управление, назначение."
админисрация,Чиновники в госучреждении.,"сущ., ж. р. ",(чиновники),NonNone,#Общие ,NonNone,NonNone
Админить,"администрировать локальную сеть, интернет-сервер и т.п.",несов. перех. ,(айтишники),"Что необходимо знать начинающему админу, чтобы админить это самое 1С? • Как админить удаленно сервер на динамическом ip. • Буду админить его!  • Админить Гостевуху. • Какой он человек-так он будет и админить.  • Админить небольшую сетку (около 20 компов, сетевые принтеры, как железо так и софт) с серваком Win2k (инет, почта, домен)  Админить сайт компании (править странички хотя бы на уровне хтмл). ",#Айтишники ,NonNone,сисадминить.
Адназначна,"без сомнения, вне всякого сомнения, точно.",нареч. ,(каменты),"Креатифф адназначна, зачётен, покорёбило! ",#Падонки ,Искаж. однозначно. По нек. версиям происходит из активного цитирования политика Жириновского.,NonNone
адназначно,"точно, наверняка.",наречие ,(СМИ),NonNone,#Общие ,NonNone,"несомненно, точно, наверняка."
АДНД,см. дэнжен или денджен.,аббрев. ,(ролевики),"
Адназначна 
АДНД
адназначно
аджосси

Адский
Адсенс
адк
АДНД

Адуплить
АД2
Адвокад
Адд

Админить
Аддон
Админ
Адидас

",#Ролевики ,От англ. аббревиат. AD&amp;D.,NonNone
Адосфера,Место котророе часто посещают люди до  18 лет.,Сущ ,(Подростки),Я в адосферу.Чао. ,#Общие ,NonNone,NonNone
Адсенс,рекламная сеть ПС Google.,"-а, м. ",(сеошники),NonNone,#Сео ,NonNone,NonNone
Адский,сравнительная степень крутизны.,"-ая, ое, -ие",NonNone,"Смотри, какой адский мажор! ",#Общие ,NonNone,"супер, мега."
Адуплить,"понять, осознать.",сов. неперех.,NonNone,"Ты адупляешь, или нет?! ",#Общие ,NonNone,NonNone
Адын,"обозначает восклицательный знак,  но только при многократном повторении.",NonNone,(упячка),ЙА кАк Бэ сОгЛаСеН!!!1111 ЖаЖа уПчК аДыН аДыН!!!11111111  • СВОБОДА РАВЕНСТВО УПЯЧКА!!111АДЫН АДЫН!!1  • Онотолей теперь отакует с двойной жестокостью!11 АДЫН АДЫН АДЫН АДЫН! ,#Упячка ,NonNone,адин
Адын,один.,числит.,NonNone,"Дома никого, я адын! • Адын, савсэм адын... • Адын пайка, адын резка и усё в норме.  • Исчё адын, да?  • Адын на адын! • Хочу сказать адын умный вещь.  • Вот адын у нас парень не бывает, у нас дома обычно мы и мои парни с подругами.  • Адын день из жызни Дэфи.  • Адын книг —  150 рублей предоплата, пять книг  —  750 рублей предоплата. ",#Общие ,"Намеренное искажение слова «один», возможно, по мотивам фольклорного кавказского акцента.",NonNone
адьес,"""пока"" с испанского.",наречие,NonNone,NonNone,#Общие ,"Adios - на испанском 
1) прощай; 
2) прощание (пример: conmovedor adios = трогательное прощание).",NonNone
Аее,"возглас выражения положительных эмоций, используется также как приветстствие или прощание.",междометие,NonNone,"Вау какая крутая картинка, аее!  • Уф! Сдала все экзамены, аее...  • Аее, товарищи, Аее!  • Аее! Это только начало.  • Аее!! Экшн!!!  • Надеемся на лучшее. Аее!  • По книге Стивена Кинга, аее, 6 часов фильмец. но зато клёвааа. ",#Общие ,NonNone,"клёво, круто, офигенно."
Ажур,"порядок, оценка ситуации как хорошей.","-а, м.",NonNone,"У меня полный ажур: и нормочку гоним, и в вечернем техникуме занимаемся.  • У меня всё в ажуре, а сам как?  •  На работе у него ажур, растрат и хищений нет.  • Хотите все поправить, всюду навести ажур. ",#Общие ,NonNone,NonNone
Азаза,обозначает смех.,междометие ,(интернет),"Ну ты даёшь азаза!  • Азаза - это как ахаха, только в букву не попал.  • Азаза обозначает что предыдущая реплика была шуточной.  • Азаза азаза, кто-то не умеет выкладывать!  • Лазая в твиттере часто встречается «азаза» — это вроде как «ахаха». ",#Интернет ,Происходит от соседства букв «з» и «х» на русской клавиатуре.,NonNone
Азаза,Смех с сатирой.,NonNone,(Интернет и тролинг),"Азазаззаза, лалка ипаная, я тибя затралил, азазза)))9). ",#Общие ,"Олбанский язык(на путать с Албанским), чаще всего используеться в мультфильмах типа ""Спуди мун"",""СупИр блАгеры"",""СупИр пИла"" и тому подобных.","Затрален, Ололо."
Азаза,"Азаза - это значит ты обдомал кого то 
Напр: азаза затратил.",междометие ,(геймеры  школьники),"Азазаза затрали , просто лол. ",#Общие #Интернет ,NonNone,NonNone
Азаза,Обозначает что-то типа насмешки.,NonNone,NonNone,"-Блин, обещали Айфон купить (
-А мне купили, азаза :). ",#Общие ,"Наверно от слова ""Ха-ха-ха"". (В форме насмешки). А ""азаз"" было создано для того, что бы человек различал смех от насмешки.",NonNone
Азазаз,"Азазаз - это слово переводится с древнейших времён как чудовище, страшный, неодыкватный.","сущ.,ср.р. ",(употребляется в разговоре древнейших времён),"Ты ведёшь себя как ""азазаз"". ",#Общие ,"Этим словом пользовались древние люди.
Пример: От англ. Azazaz - чудовище.",уродец.
Азазаз,Смех.,предикатив ,(Интернет),"Вот это прикол, аазазазаа)). ",#Общие #Интернет ,"Одним из вариантов происхождения выражения является тот факт что буква ""з"" находиться в непосредственной близости с буквой ""х"". Многие пользователи, порой не смотря на клавиатуру, случайно за место привычного ""хахаха"" отписывали ""азазаза"". В дальнейшем такое выражение стали выделаять как отдельную форму стеба над оппонентом, намеренно используя ""азазаз"" вместо привычного ""ахахаах"". Довольно часто ""азааз"" ассоциируют как выражение присуще школьному уровню.","Синоним - ""ахахаха""."
азазаза,"смех, насмешка.",норм ,(тролли),"пидор идет, и орет ""азазазазааз"". ",#Общие ,от русск. ахахаах.,NonNone
азазазазазаза,азаза.,нар. ,(смех в переписке можно и в реальном а не виртуальном мире употреблять),азазазный был день. ,#Общие ,азаза.,азаза.
азазазазазаза,"Надсмешка над человеком или же, или же простой смех.",Надсмешка,NonNone,Я убил тебя!!!! АЗАЗАЗАЗАЗАЗА. ,#Общие ,Произошло слово от геймеров.,Азаза.
азазазазазазаза,"Особая форма смеха, прим.",обстоятельство ,(интернет),"Азазазазазазаза, ну ты и школьник, лол. ",#Общие ,Из глубины интернетов.,"лол, гыгыгы, пффффф."
азазазазазазаза,"Смех, то-же самое что и ""ахахах"".",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Азер,азербайджанец.,"-а, м.",NonNone,NonNone,#Общие ,NonNone,NonNone
Азер,компьютер фирмы «Acer».,"-а, м. ",(айтишники),NonNone,#Айтишники ,NonNone,NonNone
азизас,смотри Азаза.,"сущ., м.р",NonNone,NonNone,#Общие ,NonNone,NonNone
азик,азербайджанец.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Азлагоризм,Болезнь По Просмотру Фановых роликов Азлагора.,NonNone,NonNone,NonNone,#Социальныесети ,NonNone,NonNone
аизда,"п%зда, но с перепутанной специально, либо случайно первой буквой.",NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
аим,"автонаводка для оружия, вид читинга.","сущ., м.р ","(игры, геймеры)",NonNone,#Геймеры #РПГ ,NonNone,NonNone
Аимбот,чит автонаводки оружия в компьютерных играх.,"-а, м. ","(геймеры, шутеры)","Как установить и управлять аймботом?  • Аимбот работает с четко выраженными цветными модельками.  • Аимбот для Crossfire – это чит наверное самый распространенный в нынешний момент на Crossfire RU.  • Самый первый аймбот ловил не модель игрока, определенный хитбокс или кость.  • Мощный aimbot, который не даст никакому противнику пройти мимо вас, при этом не получив пулю в head. ",#Геймеры #Шутеры ,NonNone,"эймбот, эимбот, аймбот, aimbot"
АИР,Анти Иван Рудской.,сущ. н.ф. ,(Хейтеры),"Я из сообщества ""АИР(Анти Иван Рудской ). ",#Локальные ,Произошло от людей которым не нравиться ивангай.,хейтеры ивангая.
аирлок,"одноразовая структура, которая может быть построена для предотвращения затопления водой или лавой.","существительное, м.р. ",(употребляется в играх и в Английском языке),NonNone,#Геймеры ,"от Английского Airlock-
Шлюзовая камера.",NonNone
АИСС,автоматизированная информационно-справочная система.,сокр. ,"(компьютеры, программы)",АИСС Электро-проект. ,#Общие #Интернет ,NonNone,NonNone
АИСТ,Американский Интеллектуальный Синхронный Турнир.,"-а, м. ",(ИИ),NonNone,#ЧГКшники ,От аббревиат.,NonNone
аиу,«Aмериканская история ужасов» (англ.,сокр. ,(соц сети),ПОсмотри серал аиу. ,#Общие ,NonNone,NonNone
аиу,«Aмериканская история ужасов» (англ.,сокр. ,(соц сети),ПОсмотри серал аиу. ,#Общие #Интернет ,NonNone,NonNone
ай мля,Коронная фраза бандита.,"суш.,глаг ","(сталкер, бандиты)",NonNone,#Общие ,NonNone,млять.
ай мля маслину поймал,"в игре сталкер есть фракция ""Бандиты"" и если во время перестрелки с ними попасть в кого то пулей то он выкрикнет эту фразу.",NonNone,NonNone,NonNone,#Геймеры ,NonNone,NonNone
Айбол,глупый человек.,"-а, м. ",(обзывательство),"Ну ты и айбол!  • Этот айбол все испортил!  • Парень ты айбол? Лучше такое и не выкладывал бы.  • Неохота тратить время, чтобы доказывать айболу, что он айбол, он все равно не захочет разбираться и просто скажет - сам такой. • Ты айбол что ли? Парень ты реально какой-то бестолковый!  • Ты щаз прилюдно показался какой ты айбол, я думаю многие с этим согласятся, вспомнив твои темы.  • Это прикол, и не понять этого может только полный айбол. ",#Общие ,NonNone,"даун, дебил, имбицил."
айваз,"Человек, моющийся раз в неделю, имеющий 5000+ часов в игре Dota2, изменяющий свой никнейм постоянно (по кд).","сущ., м. р. ",(МФЮА),У Айваза 800 каток на Ёршике. ,#Геймеры ,NonNone,NonNone
Айда,пойдем.,NonNone,NonNone,NonNone,#Общие ,От татарского слова «эйдэ» означающего «пойдем».,NonNone
Айда,"призыв что-то сделать, например, пойти куда-то.",в значении глагола повелит наклон.,NonNone,"Айда тренироваться!  •  Айда за мной!  • Айда до колонки нам нужен бензин!  • Хочешь быть лучшим из лучших? Тогда айда!  • Айда гулять!  • Айда домой, айда домой!  • Айда до Сочи,стоим в тамбуре. ",#Общие ,"От татарского айда, означающего примерно то же самое.",NonNone
Айдар,Человек.,NonNone,(Имя),NonNone,#Общие ,NonNone,NonNone
Айди,"идентификатор, число, использующееся на некоторых сайтах (программах) в качестве логина, или для восстановления утраченного пароля.",нескл. ,"(айтишники, интернет)","(1) Если юзер потеряет свой айди, а в сервере тоже не окажется этого айди, тогда придется же извлекать аттач из персон дока. (2) Показать айди попросили всего один раз (старо выгляжу, надо полагать?). ",#Айтишники ,"Англ. назв. букв алфавита ID — ай ди, техн. термин. первые бувы слова identification — идентификация.",айдишник
Айдишник,"идентификатор (уникальный признак объекта, позволяющий различать его от других объектов).","-а, м. ",(прогеры),"Достаточно вставить айдишник видео в ссылку вместо звездочек.  • Для избежания ньюансов - две транзакции, сначала делаете инсерт, потом апдейтом добавляете айдишник.  • Интересный результат мы получим на выходе если передадим в качестве строки набор айдишников из первого примера. ",#Прогеры ,NonNone,айди
Айдишник,"идентификатор, идентификационный номер.","-а, м. ",(айтишники),"Айдишник там уже подгружен, а пароль, — Кирилл на минуту замешкался, а потом продиктовал мне набор цифр и букв разного регистра. (Сергей Лукьяненко). ",#Айтишники ,Транскр. англ. ID — ай-ди.,"айди, ID, identificator."
Айдол,"как правило, так называют корейских артистов, но по большей мере это относится к певцам.","-а, м. ",(музыка),"День завершился слишком быстро, утонув в смехе айдолов, с удовольствием бегающих по мелким сувенирным лавочкам.  • Айдол-группы (в общей сложности 70 айдолов) приняли участие в опросе от «Sports Donga» под названием «Лучший айдол».  • Любимый всеми студентами 17-летний айдол Ватанабе Маю.  • Общая атмосфера на концерте, как для фанатов металла, так и для фанатов айдолов, оказалась отличной. ",#Музыка ,От англ. idol  — идол.,NonNone
айдолы,"Популярный персонаж, личность.
Может быть селебрити, популярный блоггер, музыкант, кумир.","сущ., м.р ","(интернет, социальные сети)",NonNone,#Общие ,NonNone,"селебрити, селеба, звезда, кумир."
Айзобан,"коллекционное издание манги , обычно выпускаемое ограниченным тиражом и содержащее различного рода бонусы («омаке »).","-а, м. ",(аниме),NonNone,#Аниме ,Яп.-англ. .,NonNone
Айзы,глаза.,"-ов, мн. ",(хиппи),"У френдов айзы горят эври монинг.  • Мои айзы давно уж не мокнут от слёз. • Самое простое упражнение для айзов —  фокусируешь взгляд на близком объекте, затем фокусируешь взгляд на дальнем объекте.  • Мэн лукал ей в айзы и, судя по фэйсу, лайкал ее, но без лава не давал ни вана. ",#Хиппи ,"Англ. eyes, означающее ровно то же самое.",зеньки.
Айзэк,"Человек-платина, на уровне бронзы.",NonNone,(геймер),"-Эй, Айзек, тут Питя умер, помоги.
-Нет, не помогу, буду бить краба. ",#Общие ,NonNone,Питя.
айкас,походу кличка или окей.,NonNone,(хачи),NonNone,#Гопники ,услышал бомжы такое говорили.,NonNone
Айкетч,"приблизительно 2-х секундная заставка в середине аниме -сериала, обозначающая начало и окончание рекламной вставки при показе сериала по телевидению.","-а, м. ",(аниме),NonNone,#Аниме ,Сокр. англ. catch the eye — попасться на глаза.,заставка.
айкью,цифра обозначающая уровень интеллекта существа относительно других в своем возрасте и социальной среде.,"сущ., м.р ","(интернет, социальные сети)",NonNone,#Общие ,NonNone,NonNone
айкю,"это переводится как ум, или балы человеческого мозга, ну, насколько человек умный.",IQ ,(Люди),NonNone,#Общие ,NonNone,NonNone
Айлолд,я смеюсь.,нескл. ,(интернет),"Хаха, айлолд, полный-не полный —  насмешила.  • А теперь о идиотах, айлолд, проблески хорошего.  • Айлолд! Давайте ещё ведьм на кострах сжигать.  • Приступ социофобии (айлолд! боязнь сетевого социума!)  •  Айлолд, не знала про такую!  • Лучше скажи сама ее матери, иначе она такая маленькая как обычные дети - айлолд.  • Правильно, надо как при совке — у каждого (айлолд) халупа, зато бесплатно.  •  «Люди там богемные» — айлолд, дальше не читал... ",#Интернет ,NonNone,NonNone
Айпад,планшетный компьютер «Ipad» корпорации «Apple».,"-а, м. ",(айтишники),"После недобука третий айпад просто как апогей.  • Новый iPad - великолепен как снаружи, так и изнутри.  •  У меня 3 айпед и не пашет инет.  •  Скажите ему при встрече про айпад 3G, может он наших опсосов пнёт.  •  Онлайн игра с тысячами игроков мира на айпад. • Устанавливается прошивка непосредственно на пад. ",#Айтишники ,NonNone,"ipad, айпед, пад"
Айпи,"IP-адрес, уникальный цифровой идентификационный номер компьютера подключенного к интернету.",нескл. ,(айтишники),NonNone,#Айтишники ,Англ. аббр. IP-adress = Internet Protocol + adress — адрес в межсетевом протоколе.,"айпишник, IP."
айпи,"уникальный идентификатор (адрес) устройства (обычно компьютера), подключённого к локальной сети или интернету.

IP-адрес представляет собой 32-битовое (по версии IPv4) или 128-битовое (по версии IPv6) двоичное число.","сущ., м.р ","(интернет, айти)","""Я тебя по айпи вычислю!"". ",#Интернет #Айтишники ,сокращение от англ. Internet Protocol Address.,NonNone
Айпишник,"IP-адрес, см. айпи.","-а, м. ",(айтишники),NonNone,#Айтишники ,NonNone,"айпи, IP."
Айренби,"«ритм-и-блюз» —  музыкальный жанр, синтез блюза, джаза и госпела.",нескл. ,(муз.),"Те кто у нас сейчас считаются крутыми реперами для меня ничем не отличаются от айренби.  • Они хотели айренби слушать, а мы панк-рок. • Че-то не знаю, в последнее время это айренби бесить начало. ",#Музыка ,Рус. транскрипц. англ. аббревиат. RnB  —  rhythm and blues.,"RnB, ритм-и-блюз."
Айс,"программное обеспечение ICE фирмы ZeroC, позволяющее выполнять некоторые функции (вызывать процедуры) на удаленном интернет-сервере.","-а, м. ","(айтишники, прогеры)","С тех пор как ставил sp вроде айсом не пользовался. • В случае использования АЙС отпадает необходимость восстановления настроек системы или ее переинсталляции. •  Поставил прерывание bpx messageboxA, но софт айс не выскочил. •  В версии ALB 2.0 ты ничего своим софт-айсом уже не расковыряешь. ",#Айтишники #Прогеры ,(1) Internet Communications Engine.   (2) Intrusion Countermeasures Electronics.,NonNone
Айс,"хороший, добротный.",NonNone,NonNone,Рассол — вот это айс! Зимняя рыбалка это Айс!  • Совсем не айс! • Вот здесь и кроется «не айс». • Организация и сервис — не айс. •. ,#Общие ,"Происходит из навязчивой рекламы жевательной резинки, где слово «айс» ассоциируется с «хороший».","круто, клёво."
Айс,лёд.,"-а, м.",NonNone,"Айс-вечеринка от Европы плюс пользовалась спросом — во всяком случае, любителей потанцевать на каток набилось больше 500 человек. •  Лед намораживается прямо на айс-маты. •  Пятый юбилейный турнир по айс-гольфу на Байкале. ",#Общие ,"Англ. ice, означающее ровно то же самое.",NonNone
Айс,.,прилагательное,NonNone,Вот это айс тебе. ,#Общие ,NonNone,круто.
Айскримич,Мороженное.,Существительное,NonNone,Погнали айскримичи купим. ,#Общие ,От англ. ice cream - мороженное.,NonNone
Айти-гёрл,"молодая, яркая, сексуальная девушка из состоятельной семьи, которая обожает шопинг и вечеринки.",NonNone,NonNone,"Они мне неприятны, эти псевдоработающие айти гёрл.  • Я тоже не лингвист, я айти-гёрл.  • Как раз светская львица может быть работающей, а вот it-girl нет если журналист употребляет именно термин it-girl применительно к работающей девушке, это ошибка.  • На фейсбук есть странички it girl, в 2002 году на экраны вышел фильм «It girls».  • Вообще, слово галеристка - дитя своего времени, так же, как айти герл, джет сеттер и им подобные.  • Один из самых принципиальных показателей современного гламура, на пике коего находятся так называемые АйТи-герл.  • Первой it-girl стала Клара Боу. ",#Общие ,"Англ. сленг. it-girl, означающее ровно то же самое.","it-girl, айти гёрл"
Айти-гёрл,"It-girl
It- Информационные технологии
Girl девушка
Девушка которая шарит очень много в компах.","сущ., ж. р.",NonNone,NonNone,#Общие #Интернет ,NonNone,NonNone
Айтишник,"фанат компьютерных технологий или просто человек, продвинутый, разбирающийся в компах и софте.","-а, м. ",(показать все слова сленга айтишников),"Айтишник —  этим нечеловеческим словом называют себя программисты и компьютерщики.  • Когда айтишник говорит, что скоро прийдет, спросите ледяным тоном, «сколько недель вы подразумеваете под «скоро»?  • Настоящий Айтишник всегда читает трахнутые мануалы до, а не после попадалова. ",#Айтишники #Хакеры #Прогеры #Общие ,NonNone,"хакер, гик."
айтишник,От английского IT.,NonNone,NonNone,NonNone,#Айтишники ,NonNone,NonNone
Айфон,"хитрый гибрид мобильного телефона и карманного компьютера совсем без клавиатуры и без кнопок, все управление на сенсорном экране.","-а, м. ",(айтишники),"Продаю айфон, покупался в мтс, пользовался недолго, комплект полный, даж чек есть. • Новый Айфон станет для Вас больше, чем просто телефон.  • Айфон - очень стильный аппарат, подчёркивающий индивидуальность своего владельца. •  Как русифицировать айфон за бесплатно!!! ",#Общие #Айтишники #Железячники ,Транскрипция бренда Ifon.,"яблофон, еблофон."
Айфонохотелка,"девушка, жаждущая самую новую, самую последнюю модель iPhone, но при этом не до конца понимающая, как с ним работать.","-и, ж.",NonNone,"Смотри, айфонохотелка пришла!  •  Я познакомился с девушкой, а она оказалась айфонохотелкой.  • Всех айфонохотелок и плохомашиноводилок с 8 Марта!  •  Да эти айфонохотелки и плохоездилки только и могут создавать аварийную обстановку на дороге.  • В этот прекрасный весенний день айфонохотелки не выпускают из коек айфонодарителей. ",#Общие ,NonNone,NonNone
Айфонс,Медведев Дмитрий.,NonNone,(государственные деятели),NonNone,#Общие ,NonNone,NonNone
Ака,"Академия клана, место размещения игроков более низкого уровня, которые хотят вступить в клан.",NonNone,"(геймеры, РПГ)","«...если все пройдет удачно, то вскоре, думаю, нам и ака понадобится». ",#Геймеры #РПГ ,сокр. «академия».,Академка.
АКА,"ник, никнейм, псевдоним, точнее — сигнатура, которая ставится между никами при перечислении нескольких ников.",аббрев.,NonNone,Данило Плахов aka RUBAK. ,#Общие #Интернет ,"от англ. аббрев. AKA — Also Known As — также известен, как...",NonNone
Акаб,представитель правоохранительных органов.,"-а, м. ",(футбольные фанаты),"Видел его перед воротами на стадик, его акаб вроде куда то уводил, а вот на матче его вроде не было. •  Тут к нам с недовольными щами подваливает главный акаб, одного из нашего вяжут.  • На нас были клубные цвета, а АКАБ каг известно фанов не любит и питает к нам самые премерзкие чуйства. •  ACAB видя происходящее даже не стали вмешиваться.  • По инфе от выездюков татарский АКАБ не пускает коней на стадик. ",#Общие ,Англ. аббрев. ACAB — All Cops Are Bastards — все полицейские —  ублюдки.,"acab, ACAB, АКАБ"
Акаб,с англ.,сущ. ,(фанаты),NonNone,#Тюремныйслэнг ,NonNone,NonNone
Академ,академический отпуск.,"сущ., м. р. ",(студенты),"Так прошло три года, после третьего курса Люда родила Анечку и даже не ушла в академ — сильно помогли бабушки, и та и другая. [Майя Кучерская. Современный патерик: чтение для впавших в уныние (2004). ",#Студенты ,NonNone,NonNone
акап,A.C.A.B.,аббр. ,(соц сети),NonNone,#Общие #Тюремныйслэнг ,Британская Oi! - группа 4-Skins популяризировала сокращение A.C.A.B. c помощью песни с одноименным названием в 1979 году. В настоящее время широко употребляется как фраза и тату среди европейских футбольных хулиганов.,NonNone
акаша,"Персонаж в Доте 2, Квопа, акаша из варкрафта.",Сущ ,(геймеры),У нас Акаша тупая. ,#Геймеры ,NonNone,NonNone
Аквариум,помещение для задержанных в полицейском участке.,"-а, м.",NonNone,"Менты вели себя по хамски, угрожали запереть до утра в аквариуме и избить.  • Она сидела в аквариуме бледная и большими глотками пила воду из принесенной с собой бутылки.  • Он сидит в аквариуме,и к нему целая куча родственников приезжает его выручать, и за бабки и просто. ",#Общие ,NonNone,обезьянник.
