name,definition,type,group,examples,hashtags,story,synonims
Ярик,город Ярославль.,"-а, м. ",(топоним),"Решив, что нам непременно нужно проветриться в другом городе, мы рванули в Ярик. • Чем чаще ездишь в Ярик, тем меньше хочется туда приезжать ещё.  • В Ярике готы создали общественное объединение, собирают членские взносы. • Однушка в Ярике в 4,5 км от Свободы. ",#Топонимы ,NonNone,NonNone
Ярко,"хорошо, красиво.",нареч.,NonNone,"Хорошо, когда девушка от природы ярко выглядит. ",#Общие ,NonNone,"классно, суперово."
Ярославль,1000 рублей.,м.,NonNone,Мне зарплату свежими ярославлями выдали! ( Мне выдали зарплату свежими купюрами по 1000 р.). ,#Общие ,От изображения Ярославля на 1000 рублёвой купюре.,"косарь, косой."
Ясен пень,"понятно, ясно, естественно, конечно.",NonNone,NonNone,"— Чтобы дома в 9 как штык!  — Ясен пень!  • Возвращается она с вечеринки, немного под шафе, ясен пень...  • Ясен пень — происки сионистов!  • Ясен пень что rpm, debian менее гибкие.  • Ясен пень, что брали у частных украинских банков.  • Дориатские эльфы, ясен пень, никакую там квенью не употребляют - там в ходу строго дориатрин. ",#Общие ,NonNone,ясень пень
Ясен пень!!!,разумеется!.,NonNone,NonNone,NonNone,#Общие ,NonNone,NonNone
Ясень-пень,"Когда наконец понял и говоришь ""ясень-пень"".","сущ.,м.р ",(Все),"Учитель: 2+2=4
Ученик:Ясень-пень XD. ",#Общие ,NonNone,ясень-пень.
Ясмп,абсурдистская субкультура вокруг сайта  yasmp.com.,"-а, м. ",(интернет),"Я норм зависаю на ясмпе, читаю книги, смотрю фильмы, учусь в институте, пью, радуюсь жизни.  • Чатрулет, в ясмпе уже давно с него стебёмся.  • Я например на ЯСМП торчу в ВК.  • В ушах утренняя песня от веселых ребят из ЯСМП.  • Но как-то мне сложно смеяться над такими вещами,как делает большинство типа фанатов ЯСМП.  • Я предстовляю как бы над аффтором на ясмп (сарте) бы угарали. ",#Интернет ,От абрревиат. «Я Сломал Мамино Пенсне». Вопрос «почему?» не имеет смысла ввиду абсурдности субкультуры.,NonNone
Ясмп,"Я Сарт, Мне Похуй.",предикатив ,(Интернет),NonNone,#Интернет ,NonNone,NonNone
яснапонятно,"Ясно , Понятно , Понял .",NonNone,NonNone,яснапонятно всё с тобой . ,#Общие ,NonNone,NonNone
Ясно,Ясно - значит понятно.,Наречие. ,"(Слово ""ясно"" употребляют когда человеку понятно, о чем сообщил ему товарищ.)",NonNone,#Общие ,NonNone,Понятно.
яснопонятно,Ничего не понятно.,NonNone,(Молодежь.),NonNone,#Общие ,Ясно+Понятно.,NonNone
Ясный перец,"естественно, очевидно, полностью согласен.",NonNone,NonNone,Ты согласен ? Нну. Ясный перец! ,#Общие ,NonNone,ясен перец
