name,definition,type,group,examples,hashtags,story,synonims
Уебище (уëбище),"Уебище - это некрасивый, либо не опрятный человек.","сущ., м.р ","(Гопники, обзывания.)",-Ну ты и уебище! ,#Общие #Мат ,NonNone,"некрасивый, страшный (по отношению к человеку)."
ужаленный,"ненормальный, дебил, %бнутый : ты чё ужаленный.",Ужаленный ,(среди понимающего круга людей),ужаленный штоли. ,#Общие ,Анапа-Москва.,неадекватный человек.
Ужареть,"перегреться, почувствовать себя некомфортно от жары.",сов. неперех.,NonNone,"Дамы уже успели ужареть в своих нарядных платьях.  •  Горячего воздуха назад подается достаточно, чтобы там ужареть.  • Обычно ездим в осенней куртке на синтепоне — чтоб не ужареть.  • Да и где ужареть-то — в офисе холодно.  • В пальто можно вообще ужареть.  • У меня свадьба в июле, но чулки надевать буду, хотя тоже боюсь ужареть. ",#Общие ,NonNone,NonNone
Ужаснах,"оценка ситуации или предмета как очень плохих, ужасных.",предикатив,NonNone,"Страшная Россия в цифрах — ужаснах!  • Какие-то из посещаемых мной отелей лучше или хуже, но этот просто ужаснах!  • Ужаснах, а не страница... все пестрит, ниче не понять...  • Такой ужаснах не грех и запостить.  • И никакой не ужаснах! Отличный крупный нож. ",#Общие ,NonNone,NonNone
УжасЪ,ужас.,NonNone,(каменты),NonNone,#Падонки ,NonNone,"ужос, уджос, ужоснах"
Ужос,ужас.,NonNone,(каменты),NonNone,#Падонки ,NonNone,"ужасЪ, уджос, ужоснах"
Ужоснах,"Восклицание, выражающее возмущение.",предикатив ,(каменты),NonNone,#Падонки ,"Искаж. , сокр., созв., эвфемизм — ужасно + нах.","ужос, ужасЪ, уджас"
Ужратсо,"напиться, придти в состояние алкогольного опьняения.",сов. неперех.,NonNone,"На следующий ДР планирую сильно ужратсо.  • Сходить на рейв и там ужратсо!  • На природе-то с шашлыком и пивом-то грех не ужратсо.  • Он может ужратсо бутылкой пива 0.5  • Всем ужратсо,выспатсо и налюбитсо в сласть!  • Даже ужратсо не могу - не пьянею. ",#Общие ,NonNone,"ужратьсо, ужраться"
Ужс,Ужс - сокращённое ужас.,Существ м.р ,(Подростки),"Я сегодня ногу сломала!!! ;( 
Ого ужс. ",#Общие ,NonNone,"Ужасный, ужасно."
Узаканивать,"легализовывать, оформлять юридические документы.",несов. перех. ,(юриспруденция),"Узаканивать нормативные акты.  •  Построить - потом узаканивать, или начинать с документации?  • А вот вопрос это надо в ГАИ узаканивать.  • Потом буду все узаканивать через суд. ",#Общие ,"Искажение, типичная ошибка, правильно — узаконивать.",узаконивать
Узбагоительное,"Это успокаивающее средство, успокоительное.","сущ., с. р. ","(Гы, он орёт, ему узбагоительное нужно!)",Я нервный парень. Вот почему у меня всегда на случай узбагоительное. ,#Социальныесети ,Это слово написано как говорят похоже лемуры.,Узбагоин.
узбагойзя,"успокойся, выпусти пар из себя, не нервничай, не психуй.","глаг., пов. нак. ",(повседневно),"Эй, да ты узбагойся, чего так кипятишься?! ",#Общие #Интернет ,NonNone,NonNone
Узбагойся,намеренно искаженное «успокойся».,глаг. повел. наклон.,NonNone,"Узбагойтесь примите узбогаительное.  • Я прошу тебя, узбагойся, узбагойся, узбагойся.  • Меня больше раздражает «ОКай» чем «узбагойся».  • Редиса, редиса, я прошу тебя узбагойся, что ж ты не збагойная такая? ",#Общие ,NonNone,NonNone
Узел,компьютер и телефонная линия работающие на прием информации и раздачу ее нижестоящим членам Фидо — пойнтам.,"-а, м. ",(Фидо),NonNone,#Фидо ,NonNone,"босс, нода"
Узик,автомобиль УАЗ469.,"-а, м. ",(автолюбители),"На отечественных машинах (узик, волга, девятка и десятка).  •  Снится мне, что я на узике с кем то вьезжаю на холм. ",#Автолюбители ,Искаж. сокр. от «уазик».,NonNone
Узики,"штаны особого покроя, узкие, популярны среди эмо.","-ов, мн. ",(эмо),"Одела узики и кеды и гоу в школу. • Купила красные узики, оранжевые балетки подкос на кеды. • Узики рулят! Если ЭМО носят узики, ЭМО тоже рулят! ",#Общие ,NonNone,NonNone
Узри,посмотри и увидь - в повелительном наклонении.,гл.,NonNone,NonNone,#Общие ,NonNone,"глянь, зырь."
Уии,"возглас выражения положительных эмоций — восторга, приятного удивления и т.п.",междометие,NonNone,"Уии, спасибо!  • Уиии, правда?  • Уии, Марий, великолепно!  • Уии! Сразу две знакомые мордашки!  • Молоко, яблоки, белый снег, черное небо, эвкалиптовая трава, уии!  • Моя весна... уии!  • Уии! Вот это прорыв! ",#Общие ,NonNone,"уи, уиии"
Указания по зачету и незачету возможных ответов,"эти указания делает Автор  или Редактор, выделяя для них поле «Зачет».",NonNone,"(ИИ, термин)",NonNone,#Термины ,NonNone,NonNone
Указания по подаче вопроса,иногда Автор  дает указания по подаче вопроса на турнире.,NonNone,"(ИИ, термин)",NonNone,#Термины ,NonNone,NonNone
Укатайка,что-то очень смешное.,"сущ, м. р.",NonNone,Вот укатайка то!!! ,#Общие ,NonNone,угар.
Укатали сявку,"довели до крайней степени усталости, обессилели.",идиома ,(разг),NonNone,#Общие ,Русское народное (крестьянский быт: сявка – коняшка).,бобик сдох.
Укатяшиться,"очень сильно смеяться, наивысшая степень смеха.",сов. неперех.,NonNone,"Вася рассказал анекдот, мы укатяшились.  • Лучше уж укатяшиться от смеха, будет о чем написать потом.  • Желаю всем укатяшиться, как я. ",#Общие ,NonNone,"ржать, гоготать, укатываться."
укеш,"Персонаж, принимающий пассивную роль в однополом контакте.","сущ., м. р. ",(анимешники),Укеши такие кавайные. ,#Аниме ,От яп. 受け - получающий.,"уке, пассив."
Укулеле,"Музыкальный инструмент, небольшая четырёхструнная гитара.","Сущ., ж.р. ",(Музыка),NonNone,#Общие ,Укулеле—(гавайский)— подарок.,Гавайская гитара.
Укурок,"Пожожеё значение как придурок, но восновном не какой смысловой нагрузки не имет.","сущ., м.р. ",(повсюду),NonNone,#Общие ,От рус. Окурок - бычок от сигареты.,NonNone
Укурыш,"человек, который выглядит болезненно и плохо.","-а, м., обзывательство",NonNone,"Да в нашем дворе гуляют одни укурыши!  • Самый главный укурыш наш препод. •  Идиотские укурыши и наркоманы, тупые дегенераты ааааааааааа... • Мне до сих пор стыдно, подумали еще все поди, что я укурыш какой-нить. ",#Общие ,NonNone,"даун, лох."
улепётывать,"уносить ноги, ускоренно, в опаске покидать какое-либо место.","инфинитив,гл. ",(разговорная речь),"""А ну живо улепётывайте!"". ",#Общие ,NonNone,"поспешно уходить, убегать."
Улет,полное удовлетворение.,м.,NonNone,Какой улет! ,#Общие ,NonNone,кайф.
Улететь в Гонконг,"Улететь в Гонконг 
Означет : достигнуть оргазма; получить оргазм.",Глагол,NonNone,"Пак Чанель: ""фанаты улетят в Гонконг после этого рэпа""
[чанель - участник группы EXO]. ",#Общие ,NonNone,NonNone
Улётный,"хороший, превосходный.","-ая, -ое, -ые",NonNone,Hi всем рэперам и улётным пиплам!  •  Я тоже хочу присоединиться к прослушивающим улётные треки.  • Улётная подборка маразмов.  •  Я улётный парень ищу клёвую девчонку для отношений. ,#Общие ,NonNone,"классный, рульный, клёвый."
улитка,"человек который долго делает все, и этим все сказоно.",сущ ,(реальнЫе пацанЫ),эта улитка запоривает всю игру! КИКАЙТЕ ЕГО!!!! ,#Геймеры ,NonNone,долбаеб пряник еблан.
уличный денсер,"Человек, который танцует на улице.","прил. + сущ., м.р. ",(песня),"Это дискотека века 
Хэй, DJ
Хэй, битмейкер 
Хэй, уличный дэнсер 
Шк шк 
Шейкер, шейкер 
Хэй, патимейкер. ",#Общие ,"Из песни ""Пика - Патимейкер"".",NonNone
уличный дэнсер,"человек, танцующий в уличном стиле.","прил.+сущ., м.р., вид подчинительной связи: согласование ","(все, кто слушал песню ""Пика - Патимэйкер"")","Диджей, битмэйкер,
Уличный дэнсер,
Шейкер, шейкер,
Патимэйкер. ",#Музыка #Общие ,"""дэнсер"" от англ. dancer - танцор.",стрит дэнсер.
Улка,улица.,"-и, ж.",NonNone,"Я гулял на улке один с 4 лет, когда под приглядом маман из окна когда нет.  • Широка улка, нетоптанная!   Красна девица не смотренная,  Молодица не целованная! • Улка там темная, освещение только от фар проезжающих машинок.  • Я был на прогулке и гулял по улке,   По газону я гулял.  • Расширокая наша улка.  • Наша улка как раз прилично широка — 4,5 метра. ",#Общие ,NonNone,NonNone
Уломать,"убеждая, склонить к чему-нибудь.","глаг., сов. вид.",NonNone,NonNone,#Общие ,NonNone,раскрутить.
улыбочку ыыыы,"Выражение радости, намсешка.","сущ., ж. р. ",(не имеет знакчения),Улыбочку ыыыыыыы мазафака ыыыыыыы. ВОООТ. ,#Общие ,Ваномас.,"улыбнись, ура."
Ульск,город Ульяновск.,"-а, м. топоним",NonNone,NonNone,#Топонимы ,NonNone,NonNone
Ульта,Самая сильная способность персонажа в игре.,NonNone,(геймеры),- Да я ультанул на него убил! - Вот блин ультой промазал! ,#Геймеры ,NonNone,NonNone
Ультануть,"проверочное слово ""ульта""(ultimate ability)самая мощная(профитная,ДПС-ная) способность персонажа в ММО РПГ играх.",NonNone,(геймеры),рак ультанул в пустую. ,#Геймеры ,NonNone,NonNone
ультовать,Применять ультимативную способность.,ультовать ,(игры),В доте я ультанул на крипа. Что делать? ,#Геймеры #РПГ ,ultimate (eng).,"Ультить, эрочка, зевс."
Улюлюк,чиновник.,"-а, м. ",(молодежн),NonNone,#Общие ,От звукоподражания «улюлюка» — спец-сигнал на машине.,NonNone
Улюлюк,"Сектант, представитель неортодоксальной церкви (не православной и не католической).","сущ., м. р.",NonNone,"Вчера приходили улюлюки, на свой шабаш звали, брошюрки совали... ",#Общие ,"от ""алилуйя"" через ""алилуйщик"".",штунда.
умалишенный/ая,Ума лишенный человек.,прил. ,(соц.сети),NonNone,#Общие ,NonNone,глупый.
Уматать,сбегать например из школы.,NonNone,NonNone,NonNone,#Общие ,NonNone,убежать.
Уматно,восторг.,нареч.,NonNone,Вчера уматно отдохнули. Уматные джинсы. Я купил уматную машину. ,#Общие ,NonNone,"классно, здОрово, отлично, весело, удивительно."
Уматно,выражение восхищения.,нареч. и предикатив,NonNone,Уматно выглядишь! ,#Общие ,NonNone,"классно, замечательно."
Уматный,потрясающий.,прилаг. ,(разг),Уматная шняга. ,#Общие ,NonNone,"клевый, прикольный."
Умереть,потерять все условные жизненные единицы (хиты ) в процессе игры.,сов. перех. ,(ролевики),NonNone,#Ролевики ,NonNone,NonNone
Умжас,Тоже самое что и ужас.,"сущ., м.р. ",(вк),Это же просто ужас! ,#Общие ,От рус. ужас - ужас.,ужас..
Умик,"умник, умница — выражение одобрения, похвалы.","-а, м.",NonNone,"Умик мой.  • Я хочу проверить действительно ли он умик.  • Класс! Ты умик! Всё чудесненько!  • Ппц ты умик я ваще фигею!  • Ты умик, как я посмотрю.  • Если это так то ты умик (хотя скорее умница).  • Тоже мне — умики!  • Как сказал один юный умик: «Я пафосных дураков не переношу!»  • Ты ума!!! ",#Общие ,NonNone,"ума -ы, ж."
Умора,"что-то очень смешное, веселое.","сущ., ж. р. ","(интернет, социальные сети)",NonNone,#Общие ,NonNone,NonNone
Умотак,"человек, постоянные проблемы и неудачи которого болезненно сказываются на окружающих.","-а, м. ",(обзывательство),"Да начальник твой — полный умотак! Гоняет вас почём зря, суетится на пустом месте,а толку никакого.  • Так и знал, что этот умотак вылезет.  • Позорит дисциплину, умотак! ",#Общие ,"от глагола «умотать»  — вывести из себя, утомить.","неудачник, недотёпа."
Умотать,Убежать очень быстро.,сов. перех. и неперех.,NonNone,1. Уматывай отсюда!  2. Ты меня умотал. ,#Общие ,NonNone,NonNone
Умочка,"Человек, который смог в чем-либо преуспеть; Характеризует, в основном, женским пол как того, кто все удачно выполнил/добился всего/ выиграл.","Сущ., с.р. ",(Повседневная),"Я, наконец-таки, закрыла зимнюю сессию! - умочка,- сказала Ольга. ",#Общие ,NonNone,Молодец; умница.
Умыкнуть,Своровать.,NonNone,(Он у меня умыкнул велик),NonNone,#Общие ,NonNone,NonNone
Унбедингтность,"безусловность, обязательность.","-ти, ж. ",(локал),"Эта женщина — сама унбедингтность,  принесла всё вовремя! ",#Общие ,Нем. unbedingt — безусловно.,NonNone
унгофлиз,"очередное придуманное слово для рекламы сервиса знакомств - такого слова нету, это просто разводка умных маркетологов.","сущ., м.р ",(internet),NonNone,#Общие ,NonNone,NonNone
Универ,университет.,"-а, м. ",(студенты),"Так бросайте универ, если он мешает вам катацца.  • Но я не стремлсь ужэ на диплом работать ибо ПОЗДНО ужэ, лижбы закончить универ.  • Нах универ сеня ток старосте звякнуть и все куль. ",#Студенты ,NonNone,NonNone
Униген,"Человек, негативно относящийся ко всей человеческой расе , выражающий это в своих мыслях или действиях.",Существительное ,(Люди),"Он был не похож на других , в его поведении виднелись черты Унигена. ",#Общие ,"От лат. Universali - всеобщий , Genocide - Геноцид, Unigen.",NonNone
унижать,"держать на респе, не давать выйди далеко за ее пределы.","сущ., м.р ","(игры, геймеры)","
Унисекс
унижать
Уники
Универ

Униген
Уникальный контент
Унтерок
уннв

Унисекс
Унбедингтность
унгофлиз
Уникальный контент

Унылое Говно
унижать
Унты
Универ

",#Геймеры #РПГ ,NonNone,NonNone
Уникальный контент,"содержание сайта, которое не скопировано с других сайтов а появлятся в интернете впервые на данном сайте.",NonNone,(сеошники),NonNone,#Сео ,NonNone,скопированный контент
Уники,"одна из единиц измерения траффика: количество уникальных, по мнению счётчика, посетителей.","-ов, м. мн. ",(сеошники),NonNone,#Сео ,NonNone,"хосты, хиты"
Унисекс,стиль одежды одинаковый для женщин и мужчин.,"-а, м.",NonNone,"Что может стиль унисекс дать женщине?  • А вот сейчас досталось парням, предпочитающим унисекс.  • Унисекс - обезличивание ради индивидуальности.  • Стили одежды принято различать по категориям. В зависимости от пола – женственный или унисекс, в зависимости от профессии – деловой, академический и богемный.  • Унисекс бывает: классический, уличный, протестный, глобалистский, милитари. •  Первая массовая унисекс-одежда — джинсы. ",#Общие ,NonNone,NonNone
уннв,Убиты Но Не Вами.,NonNone,(реп),NonNone,#Рэперы ,реп группа.,NonNone
Унтерок,"см. нацист, нацик, рузке кежуал.","сущ., м. р. ","(неформалы, политика)","Недочеловек — это биологически на первый взгляд полностью идентичное человеку создание природы с руками, ногами, своего рода мозгами, глазами и ртом. Но это совсем иное, ужасное создание. Это лишь подобие человека, с человекоподобными чертами лица, находящееся в духовном отношении гораздо ниже, чем зверь. В душе этих людей царит жестокий хаос диких необузданных страстей, неограниченное стремление к разрушению, примитивная зависть, самая неприкрытая подлость. Одним словом, недочеловек. Итак, не всё то, что имеет человеческий облик, равно. Горе тому, кто забывает об этом. Помните об этом. ",#Общие ,"от нем. untermensch - недочеловек. презрительно-уничижительная форма слова ""унтерменш"" (неологизм).",NonNone
Унты,вид обуви - сапоги из оленьей кожи шерстью наружу.,"-ов, мн. ",(словарь Даля),"Унты можно носить даже летом, но только в летнем варианте стелька с войлочной заменяется на травяные или соломенные. • У нас большой выбор обуви на любой вкус (сапоги, туфли, ботинки, унты, тапки, спортивная обувь).  •  Изначально унты, сшитые из меха, не имели никаких украшений, так как выполняли только практическую функцию. ", ,Слово эвенкийского происхождения унта — обувь.,торбасы.
Унылое Говно,антитеза «Военов Упячки» (воене).,NonNone,(упячка),"Главный признак унылого говна: оно не приносит положительных эмоций.  •  Унылое говно - лицо или нечто, претендовавшее на яркость и значительность, а оказавшееся мелким, но отвратительным.  • Ну не такое уж и унылое говно, я бы сказал - очень даже весёленькое.  • Ну почему некоторые люди такое унылое говно и такое быдло? ",#Упячка #Интернет ,NonNone,УГ
уоади,"нежелание видеть собеседника, играть с ним.",гл. ,(игры),NonNone,#Геймеры #РПГ ,NonNone,ухади.
"Уорд Вайд Вэб (WWW), «Всемирная Паутина»",графический интерфейс компьютерной сети «Интернет».,NonNone,NonNone,NonNone,#Общие #Интернет #Айтишники ,NonNone,NonNone
Упакованный,"богато одетый, производящий внешним видом впечатление прайсового.","-ая, -ые",NonNone,"(1) Из иномарки вылез хорошо упакованный мэн и сказал, что сам попросил райтеров что-нибудь забацать на его тачке. •   Крутой такой, весь в фирму упакованный.  (2) Когда начинал проект, я был богатым, вполне упакованным человеком, но все, что имел, вложил туда. ",#Общие ,NonNone,NonNone
Упаковаться,одеться.,сов. неперех.,NonNone,"ОК, щас упаковываюсь и через 20 минут у тебя. ",#Общие ,NonNone,облачиться в шмотьё.
Упал под стол,"очень сильно смеялся, трясся от смеха.",NonNone,NonNone,"Ну вы даёте, ребята, я от ваших разговоров уже под стол упал!  •  Прекрати меня смешить, я уже и так под стулом!  • Я просто  упал под стол в приступе смеха.  • Упал под стол, лежу по сих пор.  • Читали втроём с Олей и Костей, падая под стол  и смеясь до потери пульса.  • Я упал под стол на первой же странице!  • Оффтоп, но я под стол упал и пишу из-под него. ",#Общие ,NonNone,упал под стул
Упарещить,ударить.,гл. ,(улица),упарещить так чтоби почуствовать. ,#Общие ,укр.,у$бать.
упаролся,смотри Упоротый.,гл. ,(наркоманы),NonNone,#Гопники ,NonNone,NonNone
Упасть на стакан,"напиться (алкоголя), запить, регулярно напиваться.",NonNone,NonNone,"Упал на стакан и вечерами пьяный шатался по городу.  • Пойдем упадем на стакан. •  Вчера шел по двору и упал на стакан. • Жаль конечно что растояние не даст нам сегодня вместе упасть на стакан.  • ожно конечно упасть на стакан и неделю другую не выкисать.  • Передо мной в какой-то момент стала дилемма: либо упасть на стакан, либо сунуть голову в петлю.  • Забил на вечерние мероприятия и упал на стакан. ",#Общие ,NonNone,NonNone
Упийца,"пьяница, любитель выпить.","м.р., и ж.р.",NonNone,NonNone,#Общие ,NonNone,алканафт.
упоролась,см Упоротый.,гл.,NonNone,NonNone,#Гопники ,NonNone,NonNone
упоролся,Состояние  при котором тело и мозг не контролируются.,глагол ,(наркология),Упоролся как скотина. ,#Общие ,NonNone,обдолбался.
упоротость,быть упоротым - находиться в наркотическом опьянении.,"сущ., м.р",NonNone,NonNone,#Общие #Гопники ,NonNone,NonNone
Упоротый,находящийся в состоянии наркотического или алкогольного опьянения.,"-ая, -ые",NonNone,"(1) Ты упоротый штоле?  • Когда упоротый можно над друзьями поугарать!  • Упоротый Ройзману не товарищ!  • Да он упоротый!  • Ты там упоротый в доску.  • Ты что, упоротый? (2) Упоротая песня из спанч боба.  • Упоротый пластилиновый мультфильм.  • Зачем упоротые публикуют открытые блоги, если все мнения, которые их не устраивают, ими удаляются?  • Упоротая миниатюра или фотошопики от Эммы. ",#Общие ,NonNone,NonNone
упороться,Состояние когда ты принял дофига дури или бутирата какого то и стал звать путина.,хрень среднего рода ,(новороссия),NonNone,#Наркоманы ,средняя полоса неграмотных наркоманов.,"закинуться, уширяться, накидаться."
Упороый,"Это неправильное написание слова ""Упоротый"".",Капатиль ,(Люди),"- УХАДИ - сказал капатиль.
- АТАШОЛ! - сказал другой. ",#Общие ,Капатиль Анлайн.,NonNone
упрт,"упоротый, обдолбанный, обгашенный, накуренный.",глагол ,(все подростки),"- мне сегодня снились летающие черепахи, которые оседлали коней
- да ты упрт походу! ", ,из комикса Вонни.,NonNone
Упырица,"вредная, сварливая  женщина.","-ы, ж. ",(локал),Эта упырица уже давно всех достала! ,#Общие ,От русск. упырь — вампир.,стерва.
Упырок,не означает ничего конкретного кроме собственно обзывательства.,"-ка, м ",(обзывательство),"Слышь, упырок! Еще одно слово и твой зубной состав тронется с места!  • Мало того, что упырок много и безразборно жрет, он еще и жуткий неряха и хамло (я помню, как он у нас ночевал раньше - съеденный холодильник, развороченная квартира...)  • Я как-то поставил 150 wmz и какой-то упырок с аттестатом псевданима и bl 0 перебил мою ставку.  • На фото: виновника (упырок в полосатой майке) уводит почти трезвый друг (он в кепочке).  • Они жалкие упырки, которым в детстве нехватало мамкиной сиськи! ",#Общие ,NonNone,"урод, охломон, дебил, дибилоид, имбицил, тукан, даун."
Упырствовать,Упрямиться из вредности.,несов. неперех.,NonNone,Чувак упырствует лукаво! ,#Общие ,Производное от упырь.,вредничать.
Упырь,вредный человек.,"-я, м.",NonNone,"Ты, что, упырь, делаешь?! ",#Общие ,"От русск. упырь — вампир, кровосос.",кровосос.
Упячка,"
интернет-мем  и сетевая абсурдистская субкультура, одним из центров является сайт upyachka.ru.","-и, ж. ","(упячка,показать все слова категории «Упячка»)","Упячка!!! Я идиот, убейте меня кто-нибудь!!!  • Свобода! Равенство! Упячка! •  Упячка следит за тобой!!!  • Главная идея упячки — борьба со скукой. • Лучшим обяснением Упячки может быть только сама Упячка. •  Упячка это паразитирующая болезнь рунета! •  Упакована упячка была в коробку от торта —  горлышко торчало сбоку.  • Упячка это сброд имбицило-идиотов.  •  В упячке полностью отсутствует грамматика, у слов нет правил написания и произношения, смысл  слов упячки каждым интерпретируется самостоятельно. ",#Интернет #Упячка ,NonNone,упчк
Упячка,"
сетевая субкультура, см. упячка субкультура.","-и, ж ",(упячка),"Упячка жожо!! •111 Пыщ пыщ! !адин адин!111 • Если бы кто-нибудь объяснил, кто такие Упячка и Со, одной тайной мироздания наверняка стало бы меньше. ",#Упячка ,NonNone,NonNone
Уработать,одержать победу физически или морально.,NonNone,NonNone,"Зашибись, ты ее уработала! . ",#Общие ,NonNone,"отпинать, закопать, опустить."
Уработать,избить.,сов. перех.,NonNone,NonNone,#Общие ,NonNone,залошить.
Уракен,удар рукой с выходом от противоположенного плеча.,"-а, м. ",(восточные единоборства),"Когда до него оставлся шаг, резко вперёд — в сторону  —  уракен в висок.  • Уракен – это по динамике исполнения удар-плеть.  • Скорость и хлёсткость хорошо нарабатывается нанесением уракенов по подвешенному листу бумаги. ",#Общие ,"От яп. ura — рубящий, ken  — удар.",NonNone
Урбан,"совокупность городских субкультур, а еще точнее —  уличных.","-а, м. ","(неформалы, субкультуры)","Неформалы рассказали о своих предложениях по комплексному развитию урбан-культур.  • MC-люди, выросшие в городах и впитавшие всю противоречивую атмосферу урбана.  • Во многих городах страны проводится урбан-фестиваль «Snickers URБANиЯ».  • Существует множество урбан-культур, и все они объединены одной идей — свободой самовыражения.  • Также в рамках урбан-фестиваля уличной культуры...  • «Урбан Х» объединяет самые актуальные направления уличной культуры. ",#Общие ,"От лат. urbane —  по-городскому, в городском стиле.",NonNone
Урбанизация,"исторический процесс превращения сельской культуры в городскую, все его аспекты от переселения сельских жителей в города до строительства в селах многоэтажных домов, предприятий торговли, быта, учреждений культуры и т.п.","-и, ж.",NonNone,NonNone,#Общие ,NonNone,NonNone
Урел,представитель урлы.,"-ла, м., удар. на 1-й слог. ",(хиппи),"Время от времени приходил, какой-то жуткий таксист, урел полный, с ним ещё был корефан. Жлобы и урелы непобедимы. ",#Хиппи ,NonNone,"жлоб, гопник."
Урка,"криминальный элемент, бандит.","-и, ж.",NonNone,"Я ростовский испытанный урка, / Воровать для меня, как дышать. • Шнырит урка в ширме у майданщика. • Отсидел реальный урка на зоне пятнашку. ",#Общие ,NonNone,NonNone
Уркаган,"Матерый преступник, отбывавший или отбывающий наказание на тюрьме.","сущ., м. род.. ","(Гопота, реальные пацаны)","Вася - кощей тот ещё уркаган, в кабаке его случайно толкнул какой-то фраер, так он ему челюсть сломал и зубы выщелкал. ",#Тюремныйслэнг ,NonNone,"Урка, уркан, уркаган."
Уркоган,"человек, не однажды отбывавший срок в местах лишения свободы, как правило весь в портаках, «ботает по фене» и типа живет по понятиям.",NonNone,NonNone,Ты с этим уркоганом поосторожней! ,#Общие ,NonNone,NonNone
Урл,"адрес сайта (страницы, файла, сообщения на форуме и т.п.","-а, или -я, м. ","(интернет, айтишники, сеошники)","Урл страницы можно менять только в рамках одного домена.  • Чем короче урл, тем больше посетителей зайдет на этот адрес.  • Удобнее указывать урл картинки товара в инете.  •  Укажите полный УРЛ любой страницы сайта.  • Вот попробуйте перейти напрямую по урлу — http://www....  • Можно ли посмотреть по определённому урлу создаваемый сайт в каталоге? ",#Айтишники #Интернет #Сео ,"Англ. техн. термин URL —  Uniform Resource Locator, букв. — унифицированный указатель  ресурса.","урль,  урла"
Урла,"адрес сайта (страницы, файла, сообщения на форуме и т.п.","-ы, ж. ","(интернет, айтишники, сеошники)","Браузер мозилла сам выдает это сообщение об ошибке что урла неправильная.  • Ссылка — битая урла.  • Занеси имя домена этой урлы в файл.  • Где еще нужно пошаманить, чтобы вообще исключить возможность самостоятельного появления этой урлы в строке адреса IE при его запуске? ",#Айтишники #Интернет #Сео ,NonNone,"урль, урл, URL"
Урла,"быдло, гопники, криминалитет.",NonNone,NonNone,"Их называют гопники, их называют урла. • Не редко на улице замечается такая картина под названием «Урла на прогулке»: 3-4 гопника сплоченной кучкой идут по дороге, а где-то метрах в двух от них передвигется стайка размалеванных урлушек, яро грызущих семечки.  • Они же урла, лохи, жлобы, любера. ",#Общие #Гопники ,NonNone,NonNone
Урла,агрессивно настроенная молодежь невысокого интеллектуального уровня.,"-ы, ж. ",(хиппи),"Окровавленное лицо, конечно же, не могло остановить, а только раззадорило урлу. ",#Хиппи ,NonNone,"шпана, гопники, жлобы."
Урла,"то же, что и гопник.","-ой, м.",NonNone,"Это урла, гопота и быдло. Они всегда там, у них всегда есть деньги, их боятся.  • А называли таких людей в просторечье шпаной, урлой или гопниками.  • Скины изначально были урлой, гопниками, выброшенными на улицы детьми бедных рабочих, но затем... ",#Общие ,NonNone,NonNone
Урлабан,"вор, бандит, криминальный тип.","-а, м. ",(гопники),"Урлабан! У местных пацанов мопедку отобрал!  • Как теплая погода, так урлабаны толпой 10 чел. соберутся и орут всю ночь!  • Дальше не стал, хотя былобы неплохо проверить на прочность заднее стекло с идиотской наклейкой типа хулиган урлабан.  • А ну как урлабан какой отожмет у вас мобилу?  • Я просто не хотел что бы президентом страны был урлабан с двумя ходками.  • К тебе подойдет пьяный урлабан и скажет: «мне Мурку сыграй!». ",#Гопники ,NonNone,NonNone
Урловый,"принадлежащий, соответствующий урле, похожий на урлу.","-ая, -ое, -ые ",(хиппи),А браток Сереженька по грязным улицам да в урловый магазин. ,#Хиппи ,NonNone,NonNone
Урль,"адрес сайта (страницы, файла, сообщения на форуме и т.п.","-я, м. ","(интернет, айтишники, сеошники)","Урль увеличенной картинки: www...  • Урль что-то не открывается.  • Переадресация, которая автоматом отправит на нужный урль.  • Надо забанить себе этот урль от греха подальше.  • В качестве ответа с радостью приму урль на теорию максимально приближенную к данной теме. ",#Айтишники #Интернет #Сео ,NonNone,"урл, урла, URL"
Урнировать,"выбрасывать, выкидывать в мусор, уничтожать, выводить из обихода, пользования.",несов. перех.,NonNone,"Новый регламент – это такой документ, который надо урнировать – отправить в урну.  • Мой знакомый тоже любит всякие такие слова, а потому говорит не «выбросить», а «урнировать».  • Намедни собрался урнировать камеру панасоник (соком ее залили) и обратил внимание, что аккакки++ у нее 4.8 NiCd 1200mAч.  • Давайте их примем за основу, а существующие правила урнируем.  • Аккуратно урнируете капсулу вместе с осколками градусника.   • Все эти штатные втулки и пружинку надо урнировать. ",#Общие ,NonNone,NonNone
уродка,"человек, страшный, не красивый.",NonNone,"(""фу, ну ты и уродкаа"")",NonNone,#Общие ,NonNone,красивый(ая).
урон,"вред, получаемый от врага, измеряется чаще всего в очках урона.","сущ., м.р. ",(геймеры),Получено 726 урона. ,#Общие ,NonNone,NonNone
урпней,наркоман.,существительное ,(наркоманы),NonNone,#Общие ,NonNone,NonNone
Урса,"Воин Ульфсаар — сильнейший член медвежьего племени, стоящий горой за свои земли и свой народ.","сущ., ж. р. ",(геймеры),NonNone,#Геймеры #РПГ ,NonNone,NonNone
Уру-ру,"эй, иди сюда!.",междометие,NonNone,NonNone,#Общие ,NonNone,NonNone
